N,trial,x0,R0,gamma0,collapse_time,collapsed
13.421052631578947,2,0.07789001768854246,0.4982074556238555,0.7826099365526387,,False
13.421052631578947,3,0.1739036263279223,0.9497193798891839,2.843495279363806,,False
13.421052631578947,4,0.06253919383352313,0.9830470075412482,3.093702708818948,,False
13.421052631578947,5,0.1347024302654393,0.6971488261790837,1.4599720087471706,,False
13.421052631578947,6,0.035422553944559884,0.9464313180991129,2.467489250969644,,False
13.421052631578947,7,0.05237813836723686,0.6182761432828588,1.4837280419404402,,False
13.421052631578947,8,0.04828364527027708,0.9211378562508066,2.819571151578678,,False
13.421052631578947,9,0.1351140729521499,0.687651171876307,1.777369887621432,,False
13.421052631578947,10,0.11345567502603769,0.807415630855151,1.5570029986124252,,False
13.421052631578947,11,0.08652918434729755,0.4728877956240408,0.9200809703650402,,False
13.421052631578947,12,0.07277779397324566,0.5294883038763257,0.8554820583947496,,False
13.421052631578947,13,0.11402313154843394,0.5438261326952873,1.4557512422647414,,False
13.421052631578947,14,0.1129697823520632,0.6407783924941604,1.5740807673522377,,False
13.421052631578947,15,0.0236486193647516,0.9772075672827949,2.610570809008008,,False
13.421052631578947,16,0.14523763636004577,0.49550149995734116,0.9923815588016062,,False
13.421052631578947,17,0.09851311909672335,0.9658045502362406,2.708932366338487,,False
13.421052631578947,18,0.09575830416911262,0.5968366147005415,1.2115348674415933,,False
13.421052631578947,19,0.10330758439544604,0.6914013031677757,1.1973887674061183,,False
13.421052631578947,20,0.15220670787109725,0.9428884245118717,1.98778409707246,,False
13.421052631578947,21,0.10864578296624791,0.5097166576244939,1.1548009401604613,,False
13.421052631578947,22,0.06499740541424133,0.812682449080546,2.356200520833969,,False
13.421052631578947,23,0.14298359870682512,0.5092575202757431,1.3032166999786665,,False
13.421052631578947,24,0.056834238543180926,0.4705769058968988,0.9450270701327718,,False
13.421052631578947,25,0.0793475654179902,0.9063843587228273,2.8319099842017255,,False
13.421052631578947,26,0.07074222285163445,0.9740946672883597,2.304299627743606,,False
13.421052631578947,27,0.10240914067707434,0.5907807998121815,1.6638284621852004,,False
13.421052631578947,28,0.046337250813122906,0.4747008406657809,0.8940221869059546,,False
13.421052631578947,29,0.17878009024893393,0.9404224964402026,2.88045851285875,,False
16.842105263157894,0,0.16252679854056398,0.9413956518338247,2.3677757700294144,,False
16.842105263157894,1,0.07054864829292688,0.8746068376610434,2.3158144915919907,,False
16.842105263157894,2,0.07978523661979361,0.5019566674338334,0.9707669842282535,,False
16.842105263157894,3,0.061993682547658344,0.9652472327935786,2.0537163769616513,,False
16.842105263157894,4,0.03964126918583777,0.9071119696686984,1.771396096602894,,False
16.842105263157894,5,0.04868292930523825,0.7796605353364638,2.1867085346940023,,False
16.842105263157894,6,0.05142954651433172,0.6206780200950521,1.4555536268457536,,False
16.842105263157894,7,0.17549222816975477,0.7254076524112882,1.2707251687882972,,False
16.842105263157894,8,0.022229806033312247,0.5763108164993703,0.8621664000159148,,False
16.842105263157894,9,0.1284253877780572,0.5170078775456921,0.9022263830187875,,False
16.842105263157894,10,0.13108198970286183,0.7696141350714962,1.4473191887910668,,False
16.842105263157894,11,0.14865992418916202,0.8434739212886909,2.2912677012716296,,False
16.842105263157894,12,0.04096924024917012,0.5180645920076895,1.1294506767759211,,False
16.842105263157894,13,0.0836125110119905,0.6155217804795168,1.2255412090431768,,False
16.842105263157894,14,0.12605827404217318,0.9755927913758334,2.1492859327927354,,False
16.842105263157894,15,0.16796934868992433,0.46367272026244094,0.7408379961732683,,False
16.842105263157894,16,0.12143601786897362,0.5082435720629143,0.6852137517143888,,False
16.842105263157894,17,0.08705829109060861,0.98142755167875,2.6178971593027978,,False
16.842105263157894,18,0.1692837154560338,0.8923985035871339,2.1334711988559114,,False
16.842105263157894,19,0.14556215188035,0.4598102311873432,0.5424533776759578,,False
16.842105263157894,20,0.1527085783812378,0.8882493985788389,1.8212239694478336,,False
16.842105263157894,21,0.10492313449584856,0.783308701385006,2.1946035158841304,,False
16.842105263157894,22,0.11649714517419611,0.6769143631005241,1.3357983774125433,,False
16.842105263157894,23,0.08814113381976159,0.8085620640689858,2.298762139788938,,False
16.842105263157894,24,0.09262350113220796,0.586311759623247,0.9587715137105352,,False
16.842105263157894,25,0.1393622848389514,0.8991128198831507,1.6876755856607397,,False
16.842105263157894,26,0.030649417112828505,0.7769385150660484,1.4116159382952347,,False
16.842105263157894,27,0.1519462704730146,0.6206840706582409,0.9892308269406715,,False
16.842105263157894,28,0.16735527559799204,0.541042447504403,0.8564188170223119,,False
16.842105263157894,29,0.04457814323072938,0.5135195350159452,0.6371656200784217,,False
20.263157894736842,0,0.028863265466281617,0.546052809014719,0.6069011700616866,,False
20.263157894736842,1,0.1145830105777554,0.8243929897397285,1.6587959865166204,,False
20.263157894736842,2,0.0708785755123279,0.7274894303622266,1.7577037435443454,,False
20.263157894736842,3,0.15618106029155296,0.47391128410703554,0.4696097584179662,,False
20.263157894736842,4,0.057879179376703366,0.5871631667077165,1.0032821388294677,,False
20.263157894736842,5,0.08660198811251077,0.47708976596017666,0.5449186494687066,,False
20.263157894736842,6,0.10380047179482196,0.5059195465970437,0.8214041066785525,,False
20.263157894736842,7,0.028313898634416683,0.9586630279599342,1.7010994346101933,,False
20.263157894736842,8,0.15497199225564043,0.9464592291601894,2.8008000271923175,,False
20.263157894736842,9,0.14832414084377496,0.8787126474242308,2.1179908283725415,,False
20.263157894736842,10,0.14463941673250064,0.5240037146272308,0.7640655775119461,,False
20.263157894736842,11,0.10227565923046632,0.9216646792674066,2.0542799051829,,False
20.263157894736842,12,0.08161431937605655,0.8017597991804105,1.4600473374090563,,False
20.263157894736842,13,0.0423629457526331,0.7128325007130601,1.32224404675892,,False
20.263157894736842,14,0.0572111904846198,0.6521314955633204,1.090785975809981,,False
20.263157894736842,15,0.07239929030600728,0.6587052438498109,1.3379646056757402,,False
20.263157894736842,16,0.06750023593140565,0.9718718596934373,2.8271213486107127,,False
20.263157894736842,17,0.09694566852801258,0.6305986627525788,1.1337640406518612,,False
20.263157894736842,18,0.15576967820377993,0.808923037308056,2.0243382080584382,,False
20.263157894736842,19,0.10523556417051844,0.7981046960971914,1.4707660029412963,,False
20.263157894736842,20,0.13758290596964654,0.561322526219145,0.9753479348003824,,False
20.263157894736842,21,0.15771505093214305,0.5226565605158491,0.7936430544141795,,False
20.263157894736842,22,0.03521531971678954,0.8491435955492848,1.4006017133487636,,False
20.263157894736842,23,0.16975037163210016,0.5255743615207912,0.9569322747265073,,False
20.263157894736842,24,0.14814146817361545,0.7765251024564948,1.873888013619757,,False
20.263157894736842,25,0.14721837423729373,0.9703148845495316,1.936974910960595,,False
20.263157894736842,26,0.11441214325732947,0.5022770586604206,0.7203991614182977,,False
20.263157894736842,27,0.04740660865484621,0.760722836309843,1.619205554696362,,False
20.263157894736842,28,0.09455762447699638,0.7374474765322175,1.7027220037798028,,False
20.263157894736842,29,0.14787915464193066,0.720684268566486,1.4999139846843716,,False
23.684210526315788,0,0.1689977977104163,0.5158534736756175,0.4230281551280456,,False
23.684210526315788,1,0.034033441905722946,0.8118248067722903,1.4779889493915017,,False
23.684210526315788,2,0.1438914265826949,0.8191772773197259,1.4229524203435178,,False
23.684210526315788,3,0.1637386475778457,0.8693926808888588,1.5120908554326762,,False
23.684210526315788,4,0.07827072284352864,0.6229419891123446,0.726807798702699,,False
23.684210526315788,5,0.04364533960675067,0.9648701048566592,1.9969553590666784,,False
23.684210526315788,6,0.08133117164438558,0.8513271397725579,1.7391934403071214,,False
23.684210526315788,7,0.16978239789415395,0.8791658216501657,1.7596523761492806,,False
23.684210526315788,8,0.0802175157569322,0.9926473497083771,2.444700116235037,,False
23.684210526315788,9,0.17219114560061458,0.5151632174693728,0.6557609149248074,,False
23.684210526315788,10,0.12193182143859321,0.5170569230843118,0.5786579898907984,,False
23.684210526315788,11,0.12977541841687182,0.45676647723873154,0.33583752875465867,,False
23.684210526315788,12,0.15206392179141137,0.6124474639392494,0.8531050749176359,,False
23.684210526315788,13,0.09077026033086291,0.6160600652933703,1.1049661897083114,,False
23.684210526315788,14,0.14500704566904254,0.5108236260478607,0.6835434798437026,,False
23.684210526315788,15,0.16067200388923925,0.6061496408252214,1.022059637928533,,False
23.684210526315788,16,0.03702712509942126,0.9995076017608312,2.403914050484834,,False
23.684210526315788,17,0.12402000248940752,0.499742399841273,0.6059555916183055,,False
23.684210526315788,18,0.02463992051271511,0.5824554319226308,0.6102483877766285,,False
23.684210526315788,19,0.14428287051075497,0.5590123249670937,0.8600815615379882,,False
23.684210526315788,20,0.12500304629239842,0.46988949077208286,0.27634800285424094,,False
23.684210526315788,21,0.02826526672230383,0.7832588477062502,1.7132511765679452,,False
23.684210526315788,22,0.05816845130038216,0.9171748636076902,1.4129066879366488,,False
23.684210526315788,23,0.1481542165826682,0.9602874865947542,2.386347120583588,,False
23.684210526315788,24,0.13169932543658194,0.9108891202604608,1.3781205185798842,,False
23.684210526315788,25,0.05228513771504886,0.5187080236181036,0.5571936776268205,,False
23.684210526315788,26,0.13923010053261511,0.7965065145170193,1.81009594266262,,False
23.684210526315788,27,0.04483407879057454,0.8540416005643389,1.3896381307794654,,False
23.684210526315788,28,0.06332140021084805,0.8404475835047172,2.1156028125463955,,False
23.684210526315788,29,0.11784697695633115,0.47997517324521255,0.4530311042776186,,False
27.105263157894736,0,0.026776088252826735,0.9362801412517494,2.0230117948629553,,False
27.105263157894736,1,0.04770045542760051,0.5004465532033089,0.2597379035760149,,False
27.105263157894736,2,0.1768043487286708,0.7022083533521694,1.173105344363685,,False
27.105263157894736,3,0.1218253347372443,0.7648272324772505,0.9637812139635142,,False
27.105263157894736,4,0.1713639125692952,0.6157384478830948,0.7437783855295931,,False
